['Queen Suite', 'King Suite', 'Deluxe Suite', 'Junior Suite']|fendi-private-suites
[]|eitch-borromini-palazzo-pamphilj
['Standard Suite', 'Comfort Double Room', 'Double Room']|babbo-bed-and-breakfast
[]|days-inn-suites
[]|magic-castle-hotel
[]|residence-inn-by-marriott-lax/century-boulevard
[]|residence-inn-by-marriott-los-angeles
[]|palihouse-west-hollywood
[]|backpackers-paradise
['Queen Studio with Sofa Bed', 'Two-Bedroom Suite', 'One-Bedroom Queen Suite with Sofa Bed', 'Queen Studio']|residence-inn-santa-clarita-valencia
[]|residence-inn-los-angeles-lax-/
[]|travelodge-inn-and-suites-gardena
[]|comfort-suites-near-industry-hills-expo-center
['Three-Bedroom Villa']|yi-she-ease-stay
['Executive Spa Suite', 'Standard Double Room with Balcony', 'King Suite', 'Queen Suite', 'Family Room']|victoria-house-motor-inn
[]|carlton-lygon-lodge
['Standard One-Bedroom Villa', 'Standard Family Room', 'Standard Two-Bedroom Villa', 'Deluxe Family Villa', 'Superior Two-Bedroom Villa']|crystal-brook-tourist-park
[]|accent-apartments
[]|the-lyall-hotel-and-spa
['Three-Bedroom Villa']|spotty-on-reed
[]|south-yarra-1-bedroom-apartment-near-chapel-street
[]|will-street-1-bedroom-apartment-near-flagstaff-garden
[]|the-musicians-retreat-b-b
['Two-Bedroom Villa']|townhouse-with-everything-at-your-doorstep
[]|massive-spacious-comfy-kid-friendly-home-15min-3km-to-city
['One-Bedroom Suite']|mccrae-cottage
[]|seaside-escape
['Three-Bedroom Townhouse']|boutique-stays-caulfield-central
['Three-Bedroom Townhouse']|16-beach-holiday-retreat
['Standard Double Room', 'Standard Twin Room', 'Junior Suite', 'Grand Deluxe Suite']|13-coins-airport-grand-resort
[]|bkk-lumphini-home-stay-hostel
[]|boss-mansion-residence
[]|bangkok-cnc-residence
[]|dubliner-place
[]|evergreen-place-by-urban-hospitality
['Deluxe Suite', 'Executive Family Room', 'Deluxe Family Suite', 'Executive Suite']|grand-asoke-residence-sukhumvit
[]|my-view-apartment
[]|nai-lert-residence
[]|the-celadon
[]|the-park-9-hotel
['Two-Bedroom Suite', 'One-Bedroom Suite']|the-vertical-suite
[]|kantary-house-ramkamhaeng-hotel
[]|panida-suite-hotel
[]|grand-mercure-asoke-residence
[]|omni-suites-aparts-hotel
[]|the-legacy-hotel
['Studio', 'One-Bedroom Suite', 'Two-Bedroom Suite']|the-present-sathorn
['Presidential Suite', 'Executive Suite', 'Corner Suite', 'Neo Suite']|executive-club-at-windsor
[]|seed-memories-siam-resident
[]|the-room-resort-apartment
[]|klapsons-the-river-residences
['One-Bedroom Suite']|manhattan-park-residences
[]|greenville-serviced-apartment
['Deluxe Villa', 'Family Villa with Private Pool', 'Superior Villa', 'Villa with Private Pool']|ammata-lanta-resort
[]|meyon-holidays-apartment
[]|master-suite-a-seat-boutique-hotel
[]|alinea-suites-ekamai
[]|roomme-hospitality-nang-linchee-branch
[]|137-pillars-suites
['One-Bedroom Apartment', 'Two-Bedroom Apartment']|methvanont-manor
[]|the-twelve-hotel
['King Suite with Balcony', 'Deluxe Apartment']|grand-residence
[]|lakeview-condo-service-room
[]|bb-house-mini-suite-hotel
[]|a-joy-house-kaset-nawamin-city
[]|at-21-saladaeng
[]|samsen-suites/-2-br-suites-for-less
[]|ratchayothin-villa
[]|baan-baan
[]|prince-suites-residence-managed-by-prince-palace
[]|3-rooms-10-corso-comoo
[]|isabelle-royale-hotel-paranaque-maynila
[]|maxims-hotel
[]|the-voyageurs-suite-hotel
['One-Bedroom Apartment', 'Studio Apartment', 'Apartment - Split Level', 'Two-Bedroom Apartment']|avant-serviced-suites-personal-concierge
[]|tropicana-suites
[]|csuites-at-two-central-residences
[]|azure-st--tropez-1522
[]|go-stay-acqua-residences
[]|pinecrest-one
[]|azhurniy-hotel
[]|r--lee-suite-hotel-ganseok
[]|hotel-la-tree
[]|romantic-cube-pension
[]|haenaru-pension
['Executive Suite', 'Deluxe Suite']|cambridge-suites-toronto
[]|sandman-signature-mississauga-hotel
['Standard One-Bedroom Suite with Two Twin Beds', 'Room Selected at Check-In', 'Standard One-Bedroom Suite', 'Standard Studio Suite', 'Executive Studio Suite', 'Executive One-Bedroom Suite', 'One-Bedroom King Suite with Two Sofabeds']|sunset-inn-and-suites
[]|lord-stanley-suites-on-the-park
[]|robson-suites
['One-Bedroom Apartment', 'Suite', 'Suite with Spa Bath', 'Large Suite']|the-hermitage-motel-campbelltown
[]|the-urban-newtown
[]|meriton-suites-world-tower-
[]|meriton-suites-church-street--parramatta
[]|meriton-suites-north
[]|249-clovelly-road-house
[]|105-florence-terrace-apartment
[]|1/6-perkins-way-apartment
[]|jet-flamingo-rockstar-villa
[]|beach-house-manly-apartment-2-penthouse
[]|potts-point-palace
['Standard Villa']|clyde-villas-sydney
[]|skye-hotel-suites-parramatta
[]|the-strand-by-hotel-g
['Two-Bedroom Apartment', 'Deluxe Suite with Kitchen', 'Majestic Suite with Shower', 'Majestic Suite with Bath Tub', 'Superior Studio with Kitchen']|espace-avenir-service-apartment
[]|gardenia-residence-guest-house
[]|hotel-golden-sky
[]|studio-green-palace-apartment-lin-pro-13
[]|heryson-bnb
[]|thamrin-city-residence-park-b3-mediapura
[]|apartemen-gading-nias-studio-happy-property-6
[]|studio-apartment-gading-nias-pelita-property-2
['Junior Suite', 'King Suite', 'Standard Suite']|tempo-residence-gayrettepe
['Deluxe Queen Room', 'Double Room', 'Deluxe Room', 'Family Suite']|muyan-suites
['Penthouse Suite', 'Standard Suite', 'Deluxe Junior Suite', 'Deluxe One-Bedroom Suite', 'Deluxe Two-Bedroom Family Suite', 'Penthouse Sea View Deluxe Suite', 'Executive Suite with Terrace']|turkuaz-suites-bosphorus
['Standard Suite', 'Classic Suite', 'Deluxe Suite', 'Executive Suite', 'Superior Suite']|home-stay-home-valikonagi
['Penthouse Suite', 'Standard Suite', 'King Suite', 'Superior Suite', 'Executive Suite']|home-stay-home-sisli
['Standard Suite', 'Suite-Atrium', 'Deluxe Suite', 'Superior Suite', 'Suite with Terrace']|harbiye-residence
[]|premium-residence-taksim-square
[]|g-suites-airport
['Standard Suite with City View']|serenity-suites-airport
['Two Bedroom Family Suite', 'Luxury Double Room with Sofa Bed', 'Junior Suite', 'Design Suite Room', 'Duplex Suite with Living Room', 'Panorama Suite with Terrace']|room-mate-emir
[]|cityloft-hotel-atasehir
[]|tura-apartments
[]|ktk-greenville-pool-villa
['Villa with Private Pool']|siam-royal-view-44
['Villa B', 'Villa A']|wana-paradise-villa
['One Bedroom Villa', 'Two-Bedroom Villa']|lanna-boutique-village
[]|x2-chiangmai-north-gate-villa
[]|sa-nguan-malee-mansion
[]|dhara-dhevi-chiang-mai
[]|lanna-rice-barn
[]|away-phucome-villa
['Deluxe Suite', 'Two-Bedroom Suite', 'Junior Suite']|the-golden-wells-residence
[]|gin-imm-non-aoon-resort
[]|zen-oasis-villa
['Two-Bedroom Suite']|chiangmai-family-suite
[]|x2-chiangmai-south-gate-villa
[]|charamai-resort
[]|baan-boo-loo-village-chiangmai
[]|chiangmai-summer-resort
[]|chiangmai-royal-creek-hotel
[]|x2-nimman-villa
[]|central-hill-place
[]|baan-saen-fang
[]|aster-residence-chiangmai
[]|villa-88-nimman-¨C
[]|lotus-hotel
[]|sanae-hotel
[]|house-b23-at-belle-villa-resort
['Ta Chang Villa with Pool', 'Spa Villa with Pool']|chiang-mai-luxury-villa
[]|the-grand-morocc-hotel-residence
['Deluxe Triple Room', 'King Room', 'Family Room', 'Double Room', 'Triple Room', 'Superior Quadruple Room', 'Double Room with Balcony']|saeng-panya-home
[]|x2-riverside-resort
['Deluxe Suite', 'Deluxe King Suite', 'Deluxe Family Suite', 'Deluxe Quadruple Room']|le-jardin-de-maejo
['Villa']|yaya-home
[]|huan-jau-pee
['Two-Bedroom Villa']|blossom-house
['Villa with Garden View', 'Villa with Garden View', 'One-Bedroom Villa', 'Villa with Garden View', 'One-Bedroom Villa', 'One-Bedroom Villa']|free-clouds-resort
[]|nareeya-rimping
[]|anantara-service-suite
[]|hom-s-house
[]|nimit-house-no-19
['Superior Double Room', 'Junior Suite', 'Deluxe Double Room']|triple-seven-royal-suite
['Bungalow with Garden View']|happy-house-bungalows
['Deluxe Villa']|the-yellow-house-chiang-mai
[]|hotei-chiangmai
['Villa']|relax-riverside-by-favstay
[]|punyararj-garden-home
['Two-Bedroom Townhouse']|narakorn-house
[]|fig-tree-hill-resort-bayan-lepas
[]|8-boutique-by-the-sea-hotel
[]|lexis-suites
[]|the-milburn-hotel
[]|view-inn-suites-jfk-airport
[]|the-london-nyc
[]|lita-s-apartments
['Stable Studio with Full Size Bed and Kitchenette', 'Gaylord Studio with Full Size Bed and Kitchenette', 'Dakota Studio with Full Size Bed and Kitchenette', 'Surrey Studio with Full Size Bed', 'Maine Studio with Full Size Bed and Kitchenette', 'Bishop Studio with Full Size Bed and Kitchenette', 'Garden Studio with Full Size Bed and Kitchenette', 'India Studio with Full Size Bed and Kitchenette', 'Washington Studio with Full Size Bed and Kitchenette', 'Tabor Studio with Two Single Beds and Kitchenette', 'Stonewall Studio with Two Full Size Beds and Kitchenette', 'Lahore Studio with Full Size Bed and Kitchenette']|incentra-village-house
[]|les-3-bedroom-city-hideout
['Studio Suite # 1', 'Studio Suite # 3', 'Two-Bedroom Apartment', 'Two-Bedroom Duplex', 'Studio Suite # 2']|the-gallery-house
[]|mamaison-residence-izabella
[]|andrassy-thai-hotel
[]|barclay-suites
[]|540-on-great-south-motel
[]|the-devereux-boutique-hotel
['Executive Studio', 'Studio with Kitchen', 'Comfortable Studio', 'Standard Studio']|drury-motor-lodge
['Four-Bedroom Villa']|luxury-birkenhead-villa-by-the-bay
[]|matiatia-bay
['Family Bungalow']|palm-heights
[]|unique-home-devonport-two-bedrooms-sea-view
['Two-Bedroom Villa']|villa-rosa
['Two-Bedroom Villa']|villa-maria
['One-Bedroom Villa']|villa-sanctuary
['One-Bedroom Villa']|villa-solitude
['Two-Bedroom Villa']|villa-casita
['Two-Bedroom Villa']|villa-cabana
['Two-Bedroom Villa']|villa-palm-views
[]|new-market-cozy-room
['Standard Double or Twin Room', 'King Suite with Spa Bath', 'Family Suite', 'Large Family Room']|ipswich-city-motel
[]|harbourside-b-b
[]|scobie-s-boutique-bed-breakfast
['Queen Suite', 'Standard Twin Suite', 'Family Suite', 'Standard Triple Room']|beenleigh-yatala-motor-inn
[]|art-series-the-johnson-hotel
[]|56-harris-street-apartment
['Junior Suite', 'Executive Suite', 'Deluxe Suite']|residence-hilda
['Quadruple Room', 'Deluxe Double or Twin Room', 'Deluxe Suite', 'Double or Twin Room', 'Triple Room']|soggiorno-sogna-firenze
[]|leone-blu-residenza-d-epoca
['Maisonette']|apartment-san-gallo
[]|san-marco-luxury-canaletto-suites
['Junior Suite', 'Deluxe Suite', 'Iqs Suite']|charming-house-iqs
[]|suite-in-ai-carmini
[]|le-ville-del-lido-suite-residence
[]|c¨¤-dell-arte-suite
['Queen Suite with Canal View and Turkish Bath', 'Queen Suite Corner Canal View with Turkish Bath', 'Queen Suite with Garden View and Turkish Bath', 'King Suite with canal view and spa', 'Queen Suite with City View and Turkish Bath']|liassidi-wellness-suites
[]|palmerston-suites
[]|nyuh-villas
[]|lumbini-luxury-villas-and-spa
[]|bhavana-private-villas
[]|my-villas-in
['Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|villa-sahaja
['One-Bedroom Villa with Private Pool', 'Romantic Honeymoon Package']|legian-kriyamaha-villa
[]|ck-luxury-villas
[]|pondok-naya-hotel
[]|aria-exclusive-villas-and-spa
[]|arman-villas
[]|lavender-villa-and-spa
['Family Villa', 'Suite-Two Bedroom Villa', 'Two-Bedroom Villa']|yuli-bungalows
[]|grand-villa
['Deluxe Suite', 'Suite', 'Grand Deluxe Suite with Private Pool']|villa-beji-indah
[]|kori-ubud-resort-spa-restaurant
[]|ubud-syailendra-villas
['Special offer - Suite with Lunch and Dinner', 'One-Bedroom Villa with Private Pool', 'Special offer - Suite with Lunch', 'Special Offer Honeymoon Package-Suite', 'Early Booker Hot deal - Suite', 'Suite']|komaneka-at-monkey-forest
['Special offer - Premiere One-bedroom Valley Pool Villa with Lunch', 'Special Offer - Experience Komaneka at Tanggayuda and Komaneka at Keramas Beach', 'Special offer - Suite with Lunch', 'Special offer - Suite with Lunch and Dinner', 'Luxury Offer - Experience Komaneka at Tanggayuda and Komaneka at Keramas Beach', 'Special offer - Premiere One-bedroom Valley Pool Villa with Lunch and Dinner', 'Two Bedroom Pool Villa', 'Special offer - One-Bedroom Valley Pool Villa with Lunch and Dinner', 'Special offer - One-Bedroom Valley Pool Villa with Lunch', 'Courtyard Pool Villa', 'Early Booker Hot deal - Suite', 'One-Bedroom Garden Villa', 'Suite', 'One-Bedroom Valley Pool Villa', 'Premiere One-bedroom Valley Pool Villa', 'Special Offer Honeymoon Package-Suite', 'Special Offer Honeymoon Package-One-Bedroom Valley Pool Villa', 'Special Offer Honeymoon Package-Premiere One-bedroom Valley Pool Villa']|komaneka-at-tanggayuda
[]|the-samaya-ubud-villas
[]|fivelements-puri-ahimsa
['Special Offer Honeymoon Package - Pool Garden View Suite', 'One-Bedroom Villa with Garden View', 'Pool Garden View Suite']|anhera-suite-spa
['Two-Bedroom Villa with Private Pool', 'One-Bedroom Honeymoon Villa with Private Pool']|the-mahogany-villa
['Special Offer - Honeymoon Package at One-Bedroom Villa', 'One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|ajanta-villa
[]|natah-bale-villa-sanur
[]|villa-the-umah-putih
[]|villa-ganesha
[]|javana-royal-villas
['Special Offer - Honeymoon Package at One-Bedroom Villa with Private Pool', 'November Sale -  Two-Bedroom Villa with Private Pool', 'Special Offer - Water Activity Package at One-Bedroom Villa with Private Pool', 'November Sale - One-Bedroom Villa with Private Pool', 'Special Offer - Cultural Package at One-Bedroom Villa with Private Pool', 'Special Offer - Spa Package at One-Bedroom Villa with Private Pool', 'One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|bali-prime-villas
[]|bali-nyuh-gading-luxury-villas-and-spa
[]|the-villas-hotel-spa
[]|the-kayana-villa
[]|the-ulin-villas-spa-by-karaniya-experience
[]|athena-garden-villa-spa
['Special Offer - One-Bedroom Pool Villa with Luxury Benefits', 'Special Offer - Honeymoon Package at One-Bedroom Villa with Private Pool', 'Special Offer - Three-Bedroom Pool Villa with Luxury Benefits', 'Special Offer - Family Package at Three-Bedroom Villa with Private Pool', 'Early Booker - Hot Deal at One-Bedroom Villa with Private Pool', 'Special Offer - Family Package at Two-Bedroom Villa with Private Pool', 'Special Offer - Spa Package at One-Bedroom Villa with Private Pool', 'Early Booker - Hot Deal at Two-Bedroom Villa with Private Pool', 'Early Booker - Hot Deal at Three-Bedroom Villa with Private Pool', 'Special Offer - Two-Bedroom Pool Villa with Luxury Benefits', 'Special Offer - Tour Package at One-Bedroom Villa with Private Pool', 'One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool', 'Three-Bedroom Villa with Private Pool']|villa-jerami
[]|mayaloka-villas
['Honeymoon Package at Imperial One-Bedroom Villa with Private Pool', 'Royal Three-Bedroom Villa with Private Pool', 'Deluxe Villa', 'One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool', 'Two-Bedroom Royal Villa with Private Pool', 'Three-Bedroom Villa with Private Pool']|danoya-villa
[]|disini-luxury-spa-vilas
['Deluxe Suite Villa with Private Pool', 'Junior Suite Villa with Private Pool', 'Royal Suite Villa with Private Pool']|the-sanyas-suite
['One-Bedroom Villa with Private Pool', 'Special Offer - Honeymoon Package at One-Bedroom Villa with Private Pool', 'Special Offer - Family Package at One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool', 'Special Offer - Family Package at Two-Bedroom Villa with Private Pool', 'Three-Bedroom Villa with Private Pool', 'Special Offer - Family Package at Three-Bedroom Villa with Private Pool']|the-seri-villas-seminyak
['One-Bedroom Villa with Private Pool', 'Special Offer - Honeymoon Package at One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|pradha-villas-seminyak
[]|maya-sayang-private-pool-villas-spa
[]|villa-de¡¯jiwa-495
[]|uma-sapna-villa
['One-Bedroom Villa', 'Two-Bedroom Villa']|kamuela-villas-seminyak
[]|annora-villa
[]|the-khayangan-dreams-villa-seminyak
[]|the-akasha-luxury-boutique-villas
['Two-Bedroom Pool Villa with Return Airport Transfer', 'Spa Package at One-Bedroom Villa with Private Pool', 'Honeymoon Package at One-Bedroom Villa with Private Pool', 'One-Bedroom Pool Villa with Return Airport Transfer', 'One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|the-jas-villas
[]|kubu-manggala-villas
['Special Offer - One-Bedroom Villa with Private Pool', 'One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool', 'Special Offer - Honeymoon Package at One-Bedroom Villa with Private Pool']|villa-kayu-raja
[]|jas-boutique-villa
[]|chimera-villas-island
[]|the-khayangan-dreams-villa-umalas
[]|chandra-villas
['One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool', 'Premium Two Bedroom Villa with Private Pool', 'Three-Bedroom Villa with Private Pool', 'Premium Three Bedroom Villa with Private Pool']|kembali-villas
[]|blue-karma-seminyak
['Two-Bedroom Villa with Private Pool', 'Special Offer - Free Massage at Deluxe One-Bedroom Pool Villa', 'Premier One-Bedroom Villa with Private Pool', 'Special Offer- Honeymoon Package at Deluxe One-Bedroom Villa with Private Pool', 'Special Offer - Free Massage at Premier One-Bedroom Pool Villa', 'Special Offer - Free Massage at Two-Bedroom Pool Villa', 'Deluxe One-Bedroom Villa with Private Pool']|the-one-boutique-villa
[]|space-at-villas
['One-Bedroom Villa', 'One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|samaja-beachside-villas
[]|bali-ginger-suites-villa
[]|l-hotel-seminyak
['Early Booker at One-Bedroom Pool Villa with Free High Tea and Airport Transfer', 'Last Minute at Three-Bedroom Pool Villa with Free High Tea and Airport Transfer', 'Early Booker at Three-Bedroom Pool Villa with Free High Tea and Airport Transfer', 'One-Bedroom Villa with Private Pool', 'Last Minute at One-Bedroom Pool Villa with Free High Tea and Airport Transfer', 'Early Booker at Two-Bedroom Pool Villa with Free High Tea and Airport Transfer', 'Last Minute at Two-Bedroom Pool Villa with Free High Tea and Airport Transfer', 'Three-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|seminyak-icon
[]|dyana-villas
['Spa Pool Villa', 'Hideaway - Limited Promotion at Spa Pool Villa', 'Garden Suite Villa', 'Pool Suite Villa', 'Hideaway - Limited Promotion at Pool Suite Villa', 'Escape - Limited Promotion at Spa Pool Villa', 'Escape - Limited Promotion at Garden Suite Villa', 'Escape - Limited Promotion at Pool Suite Villa', 'Hideaway - Limited Promotion at Garden Suite Villa', 'Master Pool Villa']|jamahal-private-resort-and-spa
[]|the-beverly-hills-a-luxury-villas-spa
[]|baliku-beach-front-luxury-private-pool-villas
['One-Bedroom Pool Villa', 'Two-Bedroom Villa with Private Pool', 'Three-Bedroom Villa with Private Pool', 'Special Offer - Honeymoon Package at One-Bedroom Pool Villa']|ahimsa-beach
[]|the-wangsa-benoa
[]|the-royal-santrian-villas
['One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|bumi-linggah-the-pratama-villas
[]|the-banyumas-villa
[]|indiana-kenanga-luxury-boutique-hotel-spa
['One-Bedroom Suite']|coconuts-beach-resort
[]|villa-marlee
[]|villa-nelayan-by-nakula-management-island
['One-Bedroom Villa with Private Pool']|askara-villa
['One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|komea-villa
['Five-Bedroom Villa with Private Pool', 'Three-Bedroom Villa Jimbaran Bay View']|tigadis-villa
[]|mahagiri-villas-dreamland-spa
[]|agung-nirwana-villas-and-spa
[]|the-kryamaha-villas
['Honeymoon Package at One-Bedroom Villa with Private Pool', 'Superior Room', 'Deluxe Room', 'Two-Bedroom Villa with Private Pool', 'One-Bedroom Villa with Private Pool']|villa-kayu-lama
['Two-Bedroom Villa with Private Pool']|ashling-villa
['Two-Bedroom Villa']|sandi-kala-villas
['Best Deal - Garden Suite', 'Garden Suite', 'Early Booker Hot Deal - Garden Suite', 'Family Garden Suite Interconnecting', 'Terrace Suite', 'One-Bedroom Villa with Private Pool', 'Special Offer - Honeymoon Package']|onje-villa
[]|astamana-villa-canggu
[]|kishi-kishi-house
['Three-Bedroom Villa with Private Pool']|ziva-a-residence
['One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool']|the-awan-villas
[]|the-widyas-luxury-villa
['One-Bedroom Villa with Private Pool', 'Two-Bedroom Villa with Private Pool', 'Three-Bedroom Villa with Private Pool', 'Four-Bedroom Villa with Private Pool']|the-layar-designer-villas-and-spa
['One-Bedroom Private Pool Villa with Free Daily Massage', 'One Bedroom Private Pool Villa with Sacred Valley View', 'Special Offer - One Bedroom Rice Field Pool Villa with Trekking and Massage', 'One-Bedroom Private Pool Villa with Rice Field View', 'Special Offer - One Bedroom Sacred Valley Pool Villa with Trekking and Massage', 'One-Bedroom Private Pool Villa with Free Dinner']|ubud-padi-villas
['Villa with Private Pool']|balangan-beach-villa
[]|goodway-hotel-resort
[]|nusa-dua-retreat-boutique-villa-resort-and-spa
['Premium Suite', 'Royal Suite', 'Suite', 'Pool Suite', 'Six-Bedroom Pool Villa', 'Five-Bedroom Pool Villa', 'Seven-Bedroom Pool Villa', 'Four-Bedroom Pool Villa', 'Two-Bedroom Suite with Private Pool']|the-shanti-residence
[]|kubu-kedungu-villas
