masterhotelid,hotelprice,name,
3042540,926,豪华双床房,
3042540,1131,联排美墅双床房,
3042540,1131,联排美墅大床房,
3042540,1159,香溪美墅大床房,
3042540,1159,香溪美墅双床房,
3042540,1436,星空美墅双床间,
3042540,1436,星空美墅大床房,
369731,674,豪华房,
369731,693,高级豪华房,
369731,776,商务套房,
369731,896,行政客房,
369731,976,行政套房,
369731,1296,行政豪华套房,
438446,488,高级双人房,
438446,520,高级大床房,
438446,616,豪华大床房,
438446,616,豪华双人房,
438446,712,行政大床房,
438446,826,高级套房,
438446,922,豪华套房,
438446,1018,行政套房,
438446,10687,总统套房,
375096,918,皇冠高级间,
375096,1173,皇冠豪华间,
375096,1343,皇冠行政高级间,
375096,1599,皇冠行政豪华间,
375096,1769,皇冠商务套间,
375096,1939,皇冠豪华套房,
1727882,116,标准单人房,
1727882,134,标准双人房,
1727882,159,商务双人房,
1727882,160,三人房,
1727882,161,蜜月房,
1727882,170,豪华双人房,
374623,1180,豪华客房,
374623,1469,尊贵客房,
374623,1792,行政客房,
374623,2326,主卧套房,
374623,2985,行政套房,
1554252,503,标准大床房,
1554252,510,标准双床房,
1554252,538,高级大床房,
1554252,538,高级双床房,
1554252,616,尊尚高级大床房,
1554252,626,豪华大床房,
1554252,626,豪华双床房,
1554252,656,高级海景房,
1554252,693,家庭房,
1554252,699,尊尚豪华大床房,
1554252,736,行政大床房,
1554252,754,行政双床房,
1554252,846,商务海景房,
1554252,1745,行政套房,
378810,785,高级房,
378810,923,豪华房,
378810,1099,亲子房,
378810,1102,行政房,
378810,1836,行政套房,
436509,806,标准客房,
436509,871,豪华房,
436509,1015,尊贵客房,
436509,1529,豪华套房,
436509,1617,尊贵套房,
436509,1625,家庭房,
436509,2030,新尊贵套房,
385095,999,皇冠高级房,
385095,1155,皇冠豪华房,
385095,1529,皇冠行政房,
385095,1553,皇冠高级套房,
385114,1088,高级间,
385114,1271,豪华间,
385114,1664,行政豪华间,
385114,1976,行政商务间,
385114,2288,行政套房,
5702138,478,高级大床房,
5702138,564,高级双床房,
5702138,577,豪华湖景双床房,
5702138,636,豪华湖景大床房,
5702138,971,行政双床房,
5702138,977,行政大床房,
5702138,1210,高级套房,
430146,610,高级双床房,
430146,610,高级大床房,
430146,790,索菲特俱乐部高级房,
430146,925,豪华客房,
430146,1060,索菲特俱乐部豪华客房,
430146,1690,普通豪华套房,
430146,1960,尊享套房,
400693,731,高级大床房,
400693,735,高级双床房,
400693,835,豪华大床房,
400693,840,豪华双床房,
400693,992,豪华阁大床房,
400693,997,豪华阁双床房,
400693,1633,亲子套房,
400693,1828,行政套大床房,
400693,2156,行政套双床房,
400693,3044,行政套间,
430764,580,高级大床间,
430764,585,高级双床间,
430764,672,豪华双床房,
430764,702,豪华大床房,
430764,829,商务双床房,
430764,829,商务大床房,
430764,1139,豪华套房,
430764,1587,商务豪华套房,
430764,3458,单间复式套房,
2142553,558,公寓楼双床房,
2142553,695,豪华双床房,
2142553,737,皇廷豪华房,
2142553,756,豪华大床房,
2142553,1070,公寓楼套房,
2142553,1150,行政房,
2142553,1169,亲子家庭房,
2142553,1350,行政豪华套房,
391655,1606,豪华花园景观客房,
391655,2271,行政客房,
391655,2681,豪华套房,
391655,4046,行政套房,
391655,4093,行政楼层套间,
391655,4892,普通楼层套房,
482658,998,豪华客房,
482658,1065,豪华园景客房,
482658,1253,豪华阁豪华客房,
482658,1340,豪华阁豪华园景客房,
482658,2392,行政套房,
420032,759,威斯汀豪华大床房,
420032,759,威斯汀豪华双床房,
420032,831,精选客房大床,
420032,831,精选客房双床,
420032,1041,威斯汀顶级客房双床房,
420032,1147,威斯汀行政客房,
420032,1207,威斯汀行政俱乐部客房大床,
420032,1207,威斯汀行政俱乐部客房双床,
420032,1208,威斯汀活力客房,
420032,1374,精致套房,
420032,1429,豪华套房,
420032,1540,行政套房,
420032,3137,大使套房,
420032,4070,雁塔套房,
369700,1029,豪华间,
369700,1151,贵宾间,
369700,1669,行政间,
369700,1994,行政套间,
369700,5460,金宝套,
369700,11546,王府井套房,
980063,590,豪华大床房,
980063,590,豪华双床房,
980063,687,高级豪华双床房,
980063,687,高级豪华大床房,
980063,772,行政豪华大床房,
980063,772,行政豪华双床房,
980063,1249,豪华套房,
980063,1540,行政套房,
668102,796,逸林客房,
668102,958,美景客房,
668102,1256,行政客房,
668102,1653,豪华套房,
668102,1850,行政套房(大床),
668102,19404,总统套房,
469253,289,标准市景双床房,
469253,298,标准市景单人房,
469253,320,商务市景双床房,
469253,378,商务市景大床房,
469253,432,行政市景双床房,
469253,432,豪华市景大床房,
469253,438,豪华市景家庭房,
469253,438,豪华市景双床房,
469253,445,行政市景大床房,
469253,832,行政豪华套房,
469253,889,行政市景套房,
373062,743,传统房,
373062,864,高级房,
373062,962,豪华双床房,
373062,975,豪华大床房,
373062,1212,传统套房,
373062,1417,高级套房,
781302,630,凯悦客房,
781302,809,凯悦园景房,
781302,1011,凯悦儿童主题房,
781302,1045,凯悦宠物房,
781302,1045,嘉宾轩客房,
781302,2080,嘉宾轩套房,
781302,3920,行政套房,
781302,9900,金茂套房,
430229,879,假日豪华间,
430229,1136,假日行政房,
430229,1546,假日高级房,
430229,1659,假日高级套房,
425443,641,高级客房,
425443,660,标准客房,
425443,853,豪华房,
425443,1208,家庭房,
425443,1420,三人房,
425443,1451,套房,
425443,1744,相连家庭房,
385119,672,皇冠高级房,
385119,773,皇冠商务房,
385119,1112,皇冠豪华房,
385119,1217,皇冠行政房,
385119,1289,皇冠标准间,
385119,3336,皇冠行政套房,
429531,603,贝尔特大床客房,
429531,616,贝尔特双床客房,
429531,740,贝尔特高级大床房,
429531,757,贝尔特高级双床房,
429531,1086,贝尔特至尊套房,
429531,1269,贝尔特家庭客房,
435449,712,山景标准双床房,
435449,775,标准房,
435449,788,山景标准大床房,
435449,850,高级大床房,
435449,850,高级双床房,
435449,850,山景高级大床房,
435449,850,山景高级双床房,
435449,868,标准大床房,
435449,1260,君澜阁豪华房,
435449,1294,君澜阁山景豪华房,
435449,1424,山景套房,
435449,1584,君澜阁套房,
435449,1976,君澜阁山景套房,
435449,3280,豪华套房,
435449,5280,花园套房,
1210812,694,御园,
1210812,850,御璟,
1210812,870,酷旅猪猪侠亲子房,
1210812,964,御苑,
1210812,1780,悦寝,
1210812,2449,悦宸,
2707296,527,皇冠高级房,
2707296,598,皇冠豪华房,
2707296,803,皇冠行政房,
2707296,1088,皇冠高级套房,
426938,428,行政大床间(无窗),
426938,457,豪华双床间,
426938,470,豪华大床间,
426938,579,白色商务间,
426938,589,黑色商务间,
426938,846,商务大床间,
426938,868,高级商务单间,
426938,1252,行政套房,
812142,509,高级双床房,
812142,509,高级大床房,
812142,545,豪华双床房,
812142,545,豪华大床房,
812142,628,商务单间,
812142,685,行政大床房,
812142,685,行政双床房,
812142,944,高级套房,
812142,1163,豪华套房,
812142,1368,行政套房,
346398,1044,豪华城市景观房,
346398,1261,豪华江景房,
346398,1370,高级豪华房,
346398,1588,行政城市景观房,
346398,1805,行政江景房,
346398,3988,城市景观套房,
1573217,501,豪华园景房,
1573217,501,豪华街景房,
1573217,553,豪华街景大床房,
1573217,669,行政街景房,
1573217,680,行政园景房,
1573217,892,精致套房,
1573217,1199,顶级套房,
1573217,1428,行政套房,
1573217,1889,假日套房,
378517,322,大床房,
378517,341,高级双床房,
378517,351,高级大床房,
455341,609,商务双床间,
455341,640,商务大床间,
455341,692,中式间,
455341,784,行政间,
1198297,1855,豪华客房,
1198297,2120,特色豪华客房,
1198297,2243,贵宾客房,
1198297,2474,卓雅豪华客房,
1198297,3308,行政豪华客房,
1198297,3389,行政贵宾客房,
1198297,3816,行政套房,
1198297,4466,瑰丽套房,
371250,1215,豪华房,
371250,1289,超级豪华房,
371250,1370,优选房,
371250,1582,行政豪华客房,
371250,1908,豪华套房,
371250,2235,行政沙龙套房,
705256,746,雅致双人间,
705256,746,雅致单人房,
705256,746,一号楼雅致间,
346269,846,豪华房,
346269,940,尊贵豪华房,
346269,1222,行政大床房,
346269,1382,女士房,
346269,1645,豪华套房,
346269,1833,尊贵豪华套房,
346269,2196,行政套房,
346269,15999,外交官套房,
346269,28888,总统套房,
430207,831,洲际高级房,
430207,932,洲际豪华房,
430207,1276,洲际行政房,
430207,1817,标准套房,
430207,2684,商务套房,
430207,3963,洲际高级套房,
427870,604,标准双床间,
427870,683,标准楼层标准间,
427870,711,标准大床间,
427870,813,商务双床间,
427870,813,商务大床间,
427870,820,商务楼层标准间,
427870,910,行政大床间,
427870,1029,标准高级间,
427870,1136,商务高级间,
427870,1200,标准套房,
427870,1414,商务套房,
427870,1491,行政高级间,
427870,1778,行政套房,
369832,1225,高级双床房,
369832,1276,高级大床房,
369832,1457,豪华房,
369832,1906,行政房,
369832,2268,家庭亲子房,
369832,2564,套房,
369832,2928,豪华套房,
430434,647,假日豪华房,
430434,729,假日高级房,
430434,945,假日行政房,
430434,4222,假日高级套房,
6037200,303,双床房,
6037200,303,大床房,
6037200,322,高级大床房,
6037200,322,高级双床房,
6037200,341,零压-双床房,
6037200,341,零压-大床房,
1747370,3373,庭院套房,
1747370,3968,豪华套房,
429503,534,豪华间,
429503,657,商务间,
429503,799,行政楼层豪华间,
429503,985,豪华套间,
428734,710,苏格兰花园双人房,
428734,866,四季豪华双人房,
428734,870,尚堤豪华双床房,
428734,880,豪华双人房,
428734,1146,四季经典双人房,
428734,1370,经典豪华蜜月房,
428734,1630,伊丽莎白公主房,
428734,1654,四季伯爵豪华房,
428734,1854,皇室公爵豪华房,
428734,2204,皇家四季豪华套房,
428734,2238,瑞士木屋,
428734,2248,豪华行政套房,
428734,2468,苏格兰花园别墅,
428734,3218,豪华家庭套房,
428734,3446,温馨家庭豪华套房,
11897006,886,豪华客房,
11897006,956,尊尚豪华客房,
426035,322,小单间,
426035,374,高级大床房,
426035,389,高级双床房,
426035,449,豪华双床房,
426035,449,豪华大床房,
426035,635,商务大床房,
426035,699,快乐童年亲子房,
426035,764,豪华大床套房,
456903,1175,君悦客房(大床),
456903,1178,君悦客房(双床),
456903,1375,君悦豪华客房,
456903,1587,嘉宾轩客房(双床),
456903,1587,嘉宾轩客房(大床),
456903,1800,嘉宾轩豪华客房,
456903,2638,君悦套房,
485036,1399,豪华客房,
485036,1586,尊贵客房,
485036,1679,四季客房,
485036,2059,臻品客房,
485036,3323,行政套房,
485036,4265,豪华套房,
485036,30011,大使套房,
485036,62731,总统套房,
3507082,215,标准大床房,
3507082,215,标准双床房,
3507082,215,标准单人房,
3507082,268,豪华大床房,
3507082,268,豪华双床房,
3507082,269,豪华单人房,
3507082,298,豪华麻将房,
3507082,488,行政套房,
430263,484,皇冠高级房,
430263,538,皇冠豪华房,
430263,799,皇冠行政大床房,
430263,889,皇冠高级套房,
430263,2388,复式行政套房,
430263,2688,复式豪华行政套房,
437042,638,高级标准房,
437042,698,豪华标准房,
437042,728,高级大床房,
437042,748,豪华大床房,
437042,1328,高级套房,
437042,1726,特色豪华套房,
1282806,620,豪华单房公寓,
1282806,699,豪华单房双床公寓,
1282806,811,一房豪华套房,
1282806,859,一房行政套房,
1282806,954,一房豪华行政套房,
1282806,1913,两房行政套房,
430265,792,皇冠高级间,
430265,874,皇冠豪华间,
430265,1170,皇冠行政间,
430265,1846,皇冠行政套间,
667488,572,高级江景大床房,
667488,603,湖景高级大床房,
667488,612,高级湖景大床房,
667488,614,高级江景双床房,
667488,677,江景豪华客房,
667488,679,湖景高级双床房,
667488,680,豪华江景客房,
667488,687,高级湖景双床房,
667488,718,豪华湖景客房,
667488,724,江景商务大床房,
667488,733,商务江景大床房,
667488,762,湖景豪华客房,
430323,585,皇冠高级房,
430323,639,皇冠豪华房,
430323,852,皇冠行政房,
430323,1474,皇冠高级套房,
425821,1500,高级城景房,
425821,1807,豪华江景房,
425821,2157,行政城景房,
425821,2239,行政江景房,
425821,2905,行政套房,
425821,3715,外交官套房,
1286148,1550,奇妙客房,
1286148,1659,壮美客房,
1286148,1875,酷角客房,
1286148,2093,奇幻套房,
1286148,3094,非凡套房,
5930261,586,豪华客房,
5930261,758,顶级海景客房,
5930261,888,豪华行政房,
5930261,999,豪华套房,
5930261,1199,顶级海景套房,
391657,979,皇冠高级房,
391657,1225,皇冠豪华房,
391657,1385,皇冠精品房,
391657,1551,皇冠行政房,
391657,3434,皇冠高级套房,
607153,328,日式房(无窗),
607153,575,高级标准间,
607153,592,豪华套间,
607153,645,豪华标准间,
607153,658,商务套间,
607153,764,行政标准间,
607153,991,行政套间,
374863,512,经典大床客房,
374863,512,经典双床客房,
374863,602,高级花园大床房,
374863,602,高级花园客房,
374863,676,经典客房(复活节特惠),
374863,967,豪华湖景客房,
374863,968,豪华客房,
374863,1369,高级湖景套房,
374863,1592,湖景套房,
430243,527,假日高级房,
430243,596,假日景观房,
430243,838,假日行政房,
430243,1159,假日高级套房,
427046,1079,豪华房,
427046,1216,高级商务房,
427046,1534,行政房,
427046,1761,普通套房,
427046,2816,豪华套房,
429047,1729,一房豪华行政套房,
429047,5000,一房行政套房,
3067875,700,豪华标准房,
3067875,733,普通大床房,
3067875,778,豪华大床房,
3067875,989,普通套房,
3067875,1090,豪华套房,
374877,743,洲际高级房,
374877,848,洲际豪华房,
374877,1037,洲际行政豪华房,
374877,1037,洲际行政房,
374877,1226,行政套房,
374877,1432,亲子套房,
3327288,354,高级大床房A,
3327288,381,双床房,
3327288,381,高级大床房,
3327288,413,零压双床房,
3327288,413,零压高级大床房,
3327288,431,高级双床房,
371241,1532,豪华客房,
371241,1646,豪华城景客房,
371241,1930,尊荣城景客房,
371241,1931,尊荣客房,
371241,2044,豪华阁客房,
371241,3721,行政套房,
827130,278,豪华双床房,
827130,286,豪华大床房,
827130,288,时尚双床房,
827130,298,时尚大床房,
827130,308,商务双床房,
827130,316,商务大床房,
827130,400,商务套房,
827130,492,休闲大单间,
827130,948,行政套房,
827130,3068,总统套房,
6828202,1539,奇妙客房,
6828202,1772,壮美客房,
6828202,2006,绝佳金鸡湖景客房,
6828202,2239,宏伟金鸡湖景客房,
428367,1316,特色工作室客房,
428367,1599,行政客房,
428367,2634,豪华阳台套房,
428367,5684,奢华公寓,
428367,8684,潮流公寓,
791367,599,豪华间,
791367,699,好莱坞房,
791367,723,豪华套房,
791367,789,豪华大床房,
791367,859,高级豪华间,
791367,1025,精品客房,
791367,1461,高级豪华套房,
1283205,468,标准双人间,
1283205,480,标准单人间,
1283205,500,高级单人房(无窗),
1283205,560,豪华单人间,
1283205,1190,高级套间,
429549,501,高级双床房,
429549,526,高级大床房,
429549,544,豪华大床房,
429549,544,豪华双床房,
429549,696,盛贸阁大床房,
429549,696,盛贸阁双床房,
429549,791,超豪华客房,
429549,817,行政套房,
429549,1281,家庭亲子房,
3892923,738,高级房,
3892923,1081,行政房,
3892923,1436,高级套房,
3892923,1653,行政套房,
3892923,2080,卡通小套房,
962809,558,高级房,
962809,640,豪华房,
962809,778,行政豪华房,
962809,1069,豪华套房,
852809,629,皇冠高级房,
852809,782,皇冠至尊房,
852809,943,皇冠行政房,
852809,1104,皇冠景观房,
852809,1538,皇冠高级套房,
429570,802,豪华城景大床房,
429570,802,豪华城景双床房,
429570,859,豪华湖景房,
429570,1020,超豪华房,
429570,1047,超豪华大床房,
429570,1397,豪华阁大床房,
429570,1397,豪华阁双床房,
429570,3146,行政套双床房,
429570,3146,行政套大床房,
429570,16205,主席套房,
429570,16205,总理套房,
429570,30197,香格里拉套房,
431874,1414,豪华客房,
431874,1754,超级豪华客房,
431874,2204,行政房,
431874,2414,行政全景客房,
431874,2645,小套房,
431874,2782,行政拐角房,
431874,3148,行政套房,
345008,973,高级精品客房,
345008,1050,豪华精品客房,
345008,1297,一居室高级套房,
345008,1820,二居室高级套房,
345008,2041,二居室豪华套房,
345008,2682,三居室豪华套房,
369759,595,皇冠高级双床房,
369759,595,皇冠高级大床房,
369759,644,皇冠豪华大床房,
369759,644,皇冠豪华双床房,
369759,789,皇冠行政房,
369759,1120,皇冠特色套房,
369759,1618,皇冠豪华套房,
375219,462,豪华双床房,
375219,462,豪华大床房,
375219,681,标准套房,
375219,681,豪华双大床房,
375219,861,豪华套房,
375219,1109,行政套房,
375468,551,温馨关爱豪华房,
375468,643,科雅行政豪华房,
375468,664,行政豪华房,
375468,698,绿色生态房,
375468,827,特色亲子套房,
375468,1153,绿色生态豪华套房,
445972,707,豪华商务房,
445972,818,行政豪华大床房,
445972,957,豪华家庭房,
445972,998,童趣双床房,
445972,1198,童趣套房,
445972,1298,豪华套房,
445972,1688,行政豪华套房,
445972,1980,豪华家庭套房,
8717913,693,高级园景大床房,
8717913,693,高级园景双床房,
8717913,792,豪华湖景大床房,
8717913,931,豪华湖景双床房,
8717913,989,行政双床房,
8717913,989,行政大床房,
8717913,1088,小套房,
8717913,1164,家庭房,
8717913,1682,行政豪华套房,
4437141,2565,豪华湖景双床房,
4437141,2565,豪华湖景大床房,
4437141,2956,庭院湖景房,
4437141,5878,精选湖景套房,
4437141,6771,日式套房,
4437141,9706,天目湖套房,
439749,1069,豪华单间,
439749,1151,豪华套房,
439749,1163,行政单间,
439749,1203,一居室豪华公寓,
439749,1206,行政双床间,
439749,1304,行政单间-升级至一居室豪华公寓,
439749,1629,一居室行政公寓,
439749,2459,两居室行政公寓,
437231,336,豪华景观房(温泉别墅酒店),
437231,389,乐活城标准双人房,
437231,390,假日湖景豪华房,
437231,503,温泉别墅房,
437231,586,乐活城公寓双床房,
437231,639,豪华日式房,
437231,676,东瀛阁豪华日式房,
437231,707,东瀛阁豪华复式子母房,
437231,742,樱花温泉小栈客房(无窗),
437231,816,小栈房(无窗),
437231,836,假日湖景一房一厅,
437231,890,湖景一房一厅,
437231,1030,山海度假公寓三房一厅,
437231,1400,假日湖景二房一厅,
437231,1516,贵妃汤1或2号房(皇家SPA酒店),
437231,1516,贵妃汤5或6号房(皇家SPA酒店),
437231,1700,贵妃汤5或6号房,
437231,1700,贵妃汤1或2号房,
437231,1819,一房一厅贵妃汤,
437231,1872,一房一厅贵妃汤1,2房
437231,1900,贵妃汤3或8号房(皇家SPA酒店),
437231,1900,唐宫明皇汤一房一厅,
437231,2100,贵妃汤3或8号房,
437231,2326,明皇汤套房,
437231,2350,四房温泉别墅,
437231,2370,贵妃3, 8号楼房
437231,2384,温泉别墅四房两厅,
437231,2488,温泉别墅五房两厅,
437231,2867,五房温泉别墅,
437231,12936,假日湖景龙泉居,
5860925,963,高级大床房,
5860925,994,行政双床房,
5860925,994,行政大床房,
5860925,1184,几木大床房,
5860925,1190,高级套房,
5860925,1275,行政套房,
1587555,627,豪华客房,
1587555,851,庭院景观豪华客房,
1587555,1013,行政豪华客房,
1587555,1351,尊享套房,
1587555,1446,行政套房,
416174,783,豪华房,
416174,892,豪华景观房,
416174,1166,豪华大床房,
416174,1371,行政豪华房,
416174,1452,行政豪华景观房,
416174,2177,商务豪华房,
416174,2648,行政套房,
4720088,519,高级双床房,
4720088,519,高级大床房,
4720088,781,行政高级间,
4720088,972,套间,
706587,900,高级大床房,
706587,993,豪华双床房,
706587,993,豪华大床房,
706587,1136,高级双床房,
706587,1360,行政大床房,
706587,1396,行政双床房,
706587,1842,高级套房,
706587,2325,豪华套房,
706587,2809,行政套房,
431636,938,豪华间(城市景观),
431636,968,豪华间(园林景观),
431636,1038,品致豪华间(城市景观),
431636,1068,品致豪华间(园林景观),
431636,1138,行政间(城市景观),
431636,1168,行政间(园林景观),
431636,1898,豪华商务套间,
431636,2098,博雅豪华套房,
431636,2298,未名行政套间,
432451,428,高级园景房,
432451,558,高级海景房,
432451,599,豪华海景房,
432451,600,豪华园景房,
432451,699,商务园景房,
432451,799,商务海景房,
432451,899,行政园景套房,
432451,899,海景套房,
432451,999,行政海景套房,
432451,1373,行政园景亲子套房,
432451,1880,商务园景套房,
5310859,1046,洲际高级房,
5310859,1336,洲际豪华房,
5310859,1578,洲际行政房,
5310859,1724,洲际行政豪华房,
5310859,2014,洲际高级套房,
5310859,2885,洲际豪华套房,
5310859,9328,大使套房,
393346,700,皇冠高级房,
393346,819,皇冠豪华房,
393346,1171,皇冠行政房,
393346,1496,皇冠高级套房,
371246,846,小镇街景房,
371246,959,山景双床房,
371246,979,联排别墅大床房,
371246,1009,联排别墅豪华房,
371246,1042,联排豪华房,
371246,1066,湖景大床房,
371246,1066,湖景双床房,
371246,1209,联排别墅复式套房,
371246,1209,池畔豪华房,
371246,1296,小镇湖景别墅房,
371246,1348,小镇街景别墅房,
371246,1358,小镇湖景双床房,
371246,1392,湖景套房,
371246,1431,联排家庭复式套房,
371246,1498,小镇湖景大床房,
371246,1566,池畔别墅套房,
371246,2200,小镇别墅家庭套房,
432220,368,高级双床房,
432220,398,高级湖景房,
432220,404,高级大床房,
432220,488,高级家庭房,
432220,524,豪华房,
432220,1188,豪华套房,
1619719,559,豪华双床房,
1619719,559,豪华大床房,
1619719,609,商务双床房,
1619719,609,商务大床房,
1619719,659,景观商务大床房,
1619719,699,精选大床房,
1619719,969,红磨坊,
1619719,969,星空,
1619719,1369,禅音,
482952,556,高级间,
482952,608,标准大床房(无窗),
344995,870,皇冠高级房,
344995,970,皇冠豪华房,
344995,1119,皇冠商务房,
344995,1301,行政高级客房,
344995,1451,皇冠行政房,
344995,1608,皇冠高级套房,
344995,7446,行政豪华套房,
435969,685,高级双床房,
435969,685,高级大床房,
435969,783,豪华客房,
435969,832,行政客房,
435969,924,豪华行政客房,
435969,928,舒适套房,
435969,1910,商务套房,
435969,2301,主席套房,
434407,530,豪华双床间,
434407,558,豪华大床房,
434407,684,豪华房,
434407,720,商务大床房,
434407,815,高级套房,
434407,1290,贵宾楼层豪华商务套房,
434407,1358,豪华商务套房,
434407,1358,贵宾楼层豪华商务套,
369763,538,皇冠高级房,
369763,628,皇冠豪华房,
369763,988,皇冠高级套房,
369763,1088,亲子套房,
6459046,576,豪华房,
6459046,656,雅致房,
6459046,896,行政房,
6459046,1296,行政套房,
6459046,1536,行政大套房,
6459046,17298,花园别墅,
471367,498,高级大床房,
471367,498,高级双床房,
471367,544,精致商务房,
471367,586,精致双床套房,
471367,598,精致大床套房,
471367,681,丽家套房B,
471367,784,豪华精致套房,
471367,954,丽家套房A,
471367,1008,豪华丽家套房B,
471367,1208,豪华丽家套房A,
471367,1288,家庭亲子房,
471367,1288,景观套房,
471367,1588,豪华景观套房,
471367,2650,豪华环球套房,
1936362,1018,豪华双床房,
1936362,1032,豪华客房,
1936362,1036,豪华大床房,
1936362,1227,高级豪华客房,
1936362,1242,高级豪华双床房,
1936362,1266,高级豪华大床房,
1936362,1560,尊贵豪华客房,
1936362,2168,豪华套房,
1936362,25500,总统套房,
391730,697,高级客房,
391730,768,高级江景双床房,
391730,768,高级江景大床房,
391730,768,豪华客房,
391730,797,行政客房,
391730,998,豪华套房,
391730,998,豪华园景套房,
391730,1588,园景套房,
391730,1588,江景套房,
391730,1968,豪华江景套房,
5052633,816,豪华客房,
5052633,845,豪华海景客房,
5052633,1194,行政客房,
5052633,1806,商务套房,
5052633,2069,主卧套房,
5052633,4867,公寓套房,
5052633,28187,主席套房,
1250132,765,豪华房,
1250132,909,高级豪华房,
1250132,1035,行政楼层豪华房,
1250132,1770,豪华套房,
445394,1280,庭院大床房,
445394,1580,2号楼亲水大床房,
445394,1900,7号楼庭院大床房,
445394,1900,7号楼庭院景大床房,
445394,2200,8号楼庭院大床房,
445394,2200,8号楼庭院双床房,
445394,2300,1号楼双床房,
445394,2300,1号楼行政双床房0,
445394,2490,8号楼庭院亲子房,
445394,2695,7号楼豪华庭院双床房,
445394,2695,7号楼豪华庭院大床房,
445394,2756,庭院双床房,
445394,2848,7号楼亲子房,
445394,2900,8号楼豪华庭院大床房,
445394,2990,雅致套房,
445394,3200,1号楼西湖景大床房B,
445394,3696,1号楼西湖景大床房A,
445394,3751,精致套房,
445394,4800,1号楼西湖景套房,
445394,6800,豪华套房,
345040,873,豪华房,
345040,1072,贵宾房,
345040,1279,商务房,
345040,1383,行政房,
345040,1799,行政套房,
345040,4491,贵宾套房,
1565886,450,豪华双床房,
1565886,465,高级大床房,
1565886,474,豪华大床房,
1565886,503,景观大床房,
5678956,1076,豪华房,
5678956,1321,豪华江景房,
5678956,1644,开放式套房,
5678956,1742,开放式江景套房,
5678956,1938,行政套房,
5678956,1938,豪华套房,
5678956,2006,豪华全景双床房,
5678956,2028,全景房,
5678956,2231,外交套房,
5678956,18888,大使套房,
5678956,38888,主席套房,
514132,683,豪华房,
514132,908,湖景大床房,
514132,908,湖景双床房,
514132,938,亲子豪华大床房,
514132,958,亲子豪华双床房,
514132,1378,豪华套房,
514132,2014,别墅大床房,
514132,2796,别墅双床房,
428586,643,特惠双床间,
428586,685,高级间,
428586,721,超大豪华间,
428586,726,特惠大床间,
428586,773,高级大床房,
428586,1114,标准套间,
428586,1117,行政高级间,
428586,1317,公寓客房(两室一厅),
428586,1344,标准大套间,
428586,1443,高级套房,
428586,1641,行政高级套房,
2083139,342,大床房,
2083139,378,高级大床房,
2083139,378,双床房,
2083139,407,零压高级大床房,
2083139,407,零压双床房,
429142,615,豪华客房,
429142,683,高级大床房,
429142,752,行政客房,
429142,821,行政高级客房,
429142,1152,标准套房,
429142,1385,豪华套房,
429142,1502,行政套房,
429142,29003,大使套房,
429142,33665,总统套房,
369713,913,洲际高级房,
369713,1111,洲际景观房,
369713,1274,洲际豪华房,
369713,1364,高级湖景房,
369713,1392,洲际行政房,
369713,2066,洲际行政豪华房,
369713,2076,洲际亲子房,
369713,2716,超豪华大床房,
369713,3252,洲际高级套房,
638087,399,高级客房,
638087,598,豪华客房,
638087,1020,行政房,
638087,1098,豪华套房,
638087,1286,迎亲套房,
638087,1428,亲子套房,
638087,1596,行政套房,
638087,3500,大使套房,
374475,979,传统客房,
374475,1011,豪华客房,
374475,1134,高级豪华房,
374475,1218,舒适套房,
374475,1245,套房,
374475,1645,豪华套房,
660298,498,市景双床房,
660298,517,江景房A,
660298,598,市景大床房,
660298,714,富春印象市景房,
660298,729,江景房B,
660298,739,亲子房,
660298,789,市景行政商务房,
660298,908,江景行政商务房,
660298,1436,市景标准套房,
660298,1533,江景标准套房,
346320,768,洲际高级房,
346320,999,洲际景观房,
346320,1359,洲际豪华湖景房,
346320,1473,洲际亲子湖景房,
346320,1976,洲际行政湖景房,
346320,2581,洲际行政套房,
346320,8999,洲际总统套房,
374456,1192,豪华房,
374456,1244,园景房,
374456,1251,豪华园景房,
374456,1308,豪华外滩景观房,
374456,1480,精致套房,
374456,1645,行政俱乐部房,
374456,1801,外滩景观行政俱乐部无烟房,
374456,2043,石库门景观无烟套房,
419951,2121,柏悦客房,
419951,2301,柏悦景观客房,
419951,2501,柏悦豪华客房,
419951,4725,柏悦套房,
749504,638,高级大床房,
749504,661,高级双床房,
749504,668,公寓高级开间,
749504,768,商务大床房,
749504,868,豪华大床房,
749504,1012,公寓豪华一居室套房,
749504,1280,开放式套房,
749504,1680,豪华套房,
749504,1880,公寓豪华二居室套房,
749504,2580,公寓豪华三居室套房,
480778,605,豪华客房大床房,
480778,640,豪华客房双床房,
480778,754,豪华河景双床房,
480778,754,豪华河景大床房,
480778,977,豪华阁双人间,
480778,1003,豪华阁豪华客房,
480778,1545,行政套房,
430222,436,皇冠豪华房,
430222,640,皇冠行政房,
430222,691,皇冠豪华套房,
430222,1083,皇冠行政套房,
397462,555,高级双床房,
397462,555,高级大床房,
397462,576,西楼高级房大床房,
397462,576,西楼高级房双床房,
397462,615,西楼高级家庭房,
397462,759,豪华房,
397462,759,豪华大床房,
397462,788,西楼复式套房,
397462,816,高级套房,
397462,948,小镇高级大床房,
397462,1096,豪华套房,
397462,1109,小镇豪华大床房,
397462,1446,小镇套房,
369761,577,高级房,
